cluster_id,Tm_target_C,L_required_kJ_per_kg,name,manufacturer,family,pcm_type,Tm_C,Tm_freezing_C,latent_heat_kJ_kg,density_liquid_kg_m3,density_solid_kg_m3,Cp_liquid_kJ_kgK,Cp_solid_kJ_kgK,TC_W_mK,cycles_tested,cycles_tested_status,flammable,supercooling_K,n_properties_imputed,any_property_imputed,source,rho_H_MJ_m3,Cp_avg_kJ_kgK,cycles_confidence,in_absolute_band,corrosion_class,pass_melting_window,pass_absolute_band,pass_latent_heat,latent_heat_floor_used,cycling_known,pass_cycling,cycling_flag,supercooling_known,pass_supercooling,passes_all,window_lo,window_hi,window_relax_applied
3,57.00000000000001,117.95911611454466,n-Octacosane (C28),Literature,n-Alkane,Organic n-alkane,61.6,62.3,253.0,910.0,910.0,2.38,2.05,0.2665,1581.0,Estimated via MICE-RF-PMM,No,-0.6999999999999957,8,True,literature_MICE_RF_PMM_completed,230.23,2.215,0.969090284145708,True,low_organic,True,True,True,100.0,True,True,,True,True,True,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,PlusICE A62,PCM Products Ltd.,PCM Products,Organic PCM,62.0,62.0,205.0,910.0,910.0,2.2,2.2,0.22,1581.0,Estimated via MICE-RF-PMM,Yes,0.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,186.55,2.2,0.969090284145708,True,low_organic,True,True,True,100.0,True,True,,True,True,True,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,RT62HC,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),62.5,62.0,230.0,840.0,850.0,2.0,2.0,0.2385,1404.0,Estimated via MICE-RF-PMM,Yes,0.5,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,195.5,2.0,0.9534809845274094,True,low_organic,True,True,True,100.0,True,True,,True,True,True,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,Palmitic acid (C16),Literature,Fatty acid,Organic fatty acid,62.6,62.1,198.0,860.0,989.0,2.15,2.0,0.188,1695.0,Estimated via MICE-RF-PMM,Yes,0.5,8,True,literature_MICE_RF_PMM_completed,195.822,2.075,0.9782442092981332,True,low_organic,True,True,True,100.0,True,True,,True,True,True,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,PureTemp 63,PureTemp,PureTemp,Organic bio-based PCM,63.0,62.0,206.0,840.0,920.0,2.16,1.99,0.2,1510.0,Estimated via MICE-RF-PMM,Yes,1.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,189.52,2.075,0.963049532185251,True,low_organic,True,True,True,100.0,True,True,,True,True,True,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,RT64HC,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),64.0,62.5,250.0,780.0,880.0,2.0,2.0,0.283,1404.0,Estimated via MICE-RF-PMM,Yes,1.5,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,220.0,2.0,0.9534809845274094,True,low_organic,True,True,True,100.0,True,True,,True,True,True,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,n-Nonacosane (C29),Literature,n-Alkane,Organic n-alkane,64.0,62.3,240.0,790.0,790.0,2.13,1.99,0.28,1404.0,Estimated via MICE-RF-PMM,Yes,1.7000000000000028,7,True,literature_MICE_RF_PMM_completed,189.6,2.06,0.9534809845274094,True,low_organic,True,True,True,100.0,True,True,,True,True,True,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,n-Triacontane (C30),Literature,n-Alkane,Organic n-alkane,65.4,63.1,251.0,940.0,910.0,2.38,2.08,0.269,1581.0,Estimated via MICE-RF-PMM,No,2.3000000000000043,9,True,literature_MICE_RF_PMM_completed,228.41,2.23,0.969090284145708,True,low_organic,False,True,True,100.0,True,True,,True,True,False,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,savE® OM65,Pluss Advanced Technologies,PLUSS savE,Organic,67.0,66.0,188.0,847.0,924.0,3.32,3.48,0.16,2000.0,Reported by manufacturer,Yes,1.0,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,173.712,3.4,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,Stearic acid (C18),Literature,Fatty acid,Organic fatty acid,67.9,68.2,259.0,941.0,965.0,2.35,2.0,0.211,1695.0,Estimated via MICE-RF-PMM,Yes,-0.2999999999999971,6,True,literature_MICE_RF_PMM_completed,249.935,2.175,0.9782442092981332,True,low_organic,False,True,True,100.0,True,True,,True,True,False,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,PureTemp 68,PureTemp,PureTemp,Organic commercial PCM,68.0,67.3,213.0,797.0,811.0,2.39,2.07,0.2754999999999999,1404.0,Estimated via MICE-RF-PMM,No,0.7000000000000028,10,True,manufacturer_datasheet_MICE_RF_PMM_completed,172.743,2.23,0.9534809845274094,True,low_organic,False,True,True,100.0,True,True,,True,True,False,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,n-Hentriacontane (C31),Literature,n-Alkane,Organic n-alkane,68.0,68.2,242.0,930.0,930.0,2.32,2.0,0.2135,1695.0,Estimated via MICE-RF-PMM,Yes,-0.2000000000000028,8,True,literature_MICE_RF_PMM_completed,225.06,2.16,0.9782442092981332,True,low_organic,False,True,True,100.0,True,True,,True,True,False,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,RT69HC,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),69.0,68.0,230.0,840.0,940.0,2.0,2.0,0.2815,1551.0,Estimated via MICE-RF-PMM,Yes,1.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,216.2,2.0,0.9665716110454396,True,low_organic,False,True,True,100.0,True,True,,True,True,False,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,n-Dotriacontane (C32),Literature,n-Alkane,Organic n-alkane,69.5,67.9,170.0,777.0,848.0,2.81,3.23,0.165,2000.0,Estimated via MICE-RF-PMM,Yes,1.5999999999999943,10,True,literature_MICE_RF_PMM_completed,144.16,3.02,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,52.00000000000001,65.0,0.0
3,57.00000000000001,117.95911611454466,RT70HC,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),70.0,70.0,260.0,770.0,880.0,2.0,2.0,0.24,1404.0,Estimated via MICE-RF-PMM,Yes,0.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,228.8,2.0,0.9534809845274094,True,low_organic,False,True,True,100.0,True,True,,True,True,False,52.00000000000001,65.0,0.0
4,56.99999999999999,138.7769999494334,RT42,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),40.5,40.0,165.0,760.0,880.0,2.0,2.0,0.1785,1564.0,Estimated via MICE-RF-PMM,Yes,0.5,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,145.2,2.0,0.9676689614899936,False,low_organic,False,False,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT44HC,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),42.5,42.5,250.0,750.0,800.0,2.0,2.0,0.24,1216.0,Estimated via MICE-RF-PMM,No,0.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,200.0,2.0,0.9345833545300116,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,savE® OM42,Pluss Advanced Technologies,PLUSS savE,Organic,44.0,43.0,199.0,863.0,903.0,2.78,2.71,0.145,2000.0,Reported by manufacturer,Yes,1.0,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,179.697,2.745,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT47,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),44.5,44.5,160.0,770.0,880.0,2.0,2.0,0.178,1665.0,Estimated via MICE-RF-PMM,No,0.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,140.8,2.0,0.9758963538841574,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,n-Docosane (C22),Literature,n-Alkane,Organic n-alkane,44.5,44.3,249.0,880.0,880.0,2.06,2.0,0.24,1440.0,Estimated via MICE-RF-PMM,No,0.2000000000000028,7,True,literature_MICE_RF_PMM_completed,219.12,2.03,0.9568093196316532,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Lauric acid (C12),Literature,Fatty acid,Organic fatty acid,44.8,44.8,184.0,870.0,960.0,1.6,2.0,0.1639999999999999,2000.0,Estimated via MICE-RF-PMM,Yes,0.0,7,True,literature_MICE_RF_PMM_completed,176.64,1.8,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT45HC,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),45.0,45.0,240.0,770.0,880.0,2.0,2.0,0.24,1216.0,Estimated via MICE-RF-PMM,No,0.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,211.2,2.0,0.9345833545300116,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,savE® OM46,Pluss Advanced Technologies,PLUSS savE,Organic,47.0,45.0,177.0,880.0,917.0,2.7,2.5,0.15,2000.0,Reported by manufacturer,No,2.0,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,162.309,2.6,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,n-Tricosane (C23),Literature,n-Alkane,Organic n-alkane,47.5,44.9,232.0,780.0,797.0,2.39,2.06,0.239,1216.0,Estimated via MICE-RF-PMM,No,2.6000000000000014,10,True,literature_MICE_RF_PMM_completed,184.904,2.225,0.9345833545300116,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT50,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),48.0,48.5,160.0,770.0,880.0,2.0,2.0,0.177,1675.0,Estimated via MICE-RF-PMM,Yes,-0.5,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,140.8,2.0,0.9766836373421076,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Paraffin/Expanded graphite (85.56% paraffin),Literature,Composite,Organic/composite blend,48.8,46.6,161.0,869.0,937.0,2.01,2.0,0.166,2000.0,Estimated via MICE-RF-PMM,Yes,2.199999999999996,10,True,literature_MICE_RF_PMM_completed,150.857,2.005,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,savE® OM49,Pluss Advanced Technologies,PLUSS savE,Organic,49.0,45.5,224.0,780.0,816.0,2.4,2.1,0.3,1200.0,Reported by manufacturer,No,3.5,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,182.784,2.25,0.9328423243457084,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Paraffin/HDPE PCM3,Literature,Blend,Organic blend,49.9,50.0,187.0,851.0,952.0,2.19,2.02,0.174,2000.0,Estimated via MICE-RF-PMM,Yes,-0.1000000000000014,11,True,literature_MICE_RF_PMM_completed,178.024,2.105,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,savE® OM50,Pluss Advanced Technologies,PLUSS savE,Organic,50.0,50.0,189.0,859.0,961.0,2.78,3.33,0.175,2000.0,Reported by manufacturer,Yes,0.0,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,181.629,3.055,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,PlusICE A50,PCM Products Ltd.,PCM Products,Organic PCM,50.0,48.9,190.0,810.0,810.0,2.15,2.15,0.18,1526.0,Estimated via MICE-RF-PMM,Yes,1.1000000000000014,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,153.9,2.15,0.9644352426742184,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Paraffin/HDPE PCM6,Literature,Blend,Organic blend,50.3,49.3,187.0,851.0,953.0,2.19,2.02,0.1745,2000.0,Estimated via MICE-RF-PMM,Yes,1.0,11,True,literature_MICE_RF_PMM_completed,178.211,2.105,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Paraffin/HDPE PCM2,Literature,Blend,Organic blend,50.6,49.2,187.0,846.0,954.0,2.06,2.02,0.177,2000.0,Estimated via MICE-RF-PMM,Yes,1.3999999999999986,11,True,literature_MICE_RF_PMM_completed,178.398,2.04,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,savE® OM48,Pluss Advanced Technologies,PLUSS savE,Organic,51.0,48.0,165.0,875.0,960.0,2.35,2.02,0.15,2000.0,Reported by manufacturer,Yes,3.0,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,158.4,2.185,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,PlusICE A52,PCM Products Ltd.,PCM Products,Organic PCM,52.0,49.2,220.0,810.0,810.0,2.15,2.15,0.18,1447.0,Estimated via MICE-RF-PMM,Yes,2.799999999999997,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,178.2,2.15,0.957446830545145,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,n-Tetracosane (C24),Literature,n-Alkane,Organic n-alkane,52.0,49.3,255.0,799.0,799.0,2.39,2.0,0.2395,1368.0,Estimated via MICE-RF-PMM,Yes,2.700000000000003,7,True,literature_MICE_RF_PMM_completed,203.745,2.1950000000000003,0.9500662519113888,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Paraffin/Expanded graphite (92% paraffin),Literature,Composite,Organic/composite blend,52.2,49.2,170.0,791.0,871.0,2.77,3.2,0.157,2000.0,Estimated via MICE-RF-PMM,Yes,3.0,10,True,literature_MICE_RF_PMM_completed,148.07,2.9850000000000003,1.0,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Myristic acid (C14),Literature,Fatty acid,Organic fatty acid,53.0,51.2,199.0,861.0,990.0,2.04,1.7,0.2329999999999999,1686.0,Estimated via MICE-RF-PMM,Yes,1.7999999999999972,5,True,literature_MICE_RF_PMM_completed,197.01,1.87,0.977544241901108,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,PureTemp 53,PureTemp,PureTemp,Organic bio-based PCM,53.0,51.1,225.0,840.0,920.0,2.6,2.36,0.2,1686.0,Estimated via MICE-RF-PMM,Yes,1.8999999999999984,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,207.0,2.48,0.977544241901108,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT54HC,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),53.5,53.5,200.0,800.0,850.0,2.0,2.0,0.1855,1474.0,Estimated via MICE-RF-PMM,Yes,0.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,170.0,2.0,0.9598772631173303,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT55,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),54.0,56.5,170.0,770.0,880.0,2.0,2.0,0.172,2000.0,Estimated via MICE-RF-PMM,Yes,-2.5,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,149.6,2.0,1.0,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,n-Pentacosane (C25),Literature,n-Alkane,Organic n-alkane,54.0,50.6,238.0,801.0,801.0,2.39,2.05,0.239,1404.0,Estimated via MICE-RF-PMM,Yes,3.3999999999999986,8,True,literature_MICE_RF_PMM_completed,190.638,2.22,0.9534809845274094,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Myristic acid/NBR-1.0,Literature,Polymer blend,Organic/polymer blend,54.1,49.2,128.0,778.0,860.0,2.77,2.89,0.1545,2000.0,Estimated via MICE-RF-PMM,Yes,4.899999999999999,9,True,literature_MICE_RF_PMM_completed,110.08,2.83,1.0,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Myristic acid/NBR-0.5,Literature,Polymer blend,Organic/polymer blend,54.6,50.5,142.0,778.0,865.0,2.77,2.93,0.157,2000.0,Estimated via MICE-RF-PMM,Yes,4.100000000000001,9,True,literature_MICE_RF_PMM_completed,122.83,2.85,1.0,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,savE® OM55,Pluss Advanced Technologies,PLUSS savE,Organic,55.0,54.0,188.0,841.0,935.0,2.76,2.68,0.13,2000.0,Reported by manufacturer,Yes,1.0,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,175.78,2.72,1.0,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Palmitic-stearic acid/Expanded graphite,Literature,Eutectic composite,Organic/eutectic composite,55.2,54.9,176.0,777.0,856.0,2.83,3.24,0.16,2000.0,Estimated via MICE-RF-PMM,Yes,0.3000000000000042,9,True,literature_MICE_RF_PMM_completed,150.656,3.035,1.0,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT57HC,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),56.5,56.5,240.0,800.0,900.0,2.0,2.0,0.239,1404.0,Estimated via MICE-RF-PMM,Yes,0.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,216.0,2.0,0.9534809845274094,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,n-Hexacosane (C26),Literature,n-Alkane,Organic n-alkane,56.5,56.2,256.0,770.0,770.0,2.38,2.2,0.238,1404.0,Estimated via MICE-RF-PMM,Yes,0.2999999999999971,7,True,literature_MICE_RF_PMM_completed,197.12,2.29,0.9534809845274094,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,PlusICE A58,PCM Products Ltd.,PCM Products,Organic PCM,58.0,58.2,215.0,910.0,910.0,2.22,2.22,0.22,1581.0,Estimated via MICE-RF-PMM,Yes,-0.2000000000000028,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,195.65,2.22,0.969090284145708,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,PureTemp 58,PureTemp,PureTemp,Organic bio-based PCM,58.0,58.1,225.0,810.0,890.0,2.71,2.47,0.2,1620.0,Estimated via MICE-RF-PMM,Yes,-0.1000000000000014,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,200.25,2.59,0.972294084225764,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT60,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),58.0,58.0,160.0,770.0,880.0,2.0,2.0,0.1694999999999999,2000.0,Estimated via MICE-RF-PMM,Yes,0.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,140.8,2.0,1.0,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,n-Heptacosane (C27),Literature,n-Alkane,Organic n-alkane,59.0,59.7,236.0,773.0,773.0,2.38,2.2,0.2415,1404.0,Estimated via MICE-RF-PMM,Yes,-0.7000000000000028,7,True,literature_MICE_RF_PMM_completed,182.428,2.29,0.9534809845274094,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,CrodaTherm 60,CrodaTherm,CrodaTherm,Organic PCM,59.8,61.5,217.0,824.0,922.0,2.3,1.4,0.2299999999999999,1533.0,Estimated via MICE-RF-PMM,Yes,-1.7000000000000028,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,200.074,1.85,0.9650369312189438,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Palmitic acid/Expanded graphite (80/20),Literature,Composite,Organic/composite blend,60.9,60.8,148.0,778.0,860.0,2.78,2.94,0.1645,2000.0,Estimated via MICE-RF-PMM,Yes,0.1000000000000014,8,True,literature_MICE_RF_PMM_completed,127.28,2.86,1.0,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,PureTemp 60,PureTemp,PureTemp,Organic bio-based PCM,61.0,61.5,220.0,870.0,960.0,2.38,2.04,0.2,1695.0,Estimated via MICE-RF-PMM,Yes,-0.5,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,211.2,2.21,0.9782442092981332,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT65,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),61.5,61.5,150.0,780.0,880.0,2.0,2.0,0.1649999999999999,2000.0,Estimated via MICE-RF-PMM,Yes,0.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,132.0,2.0,1.0,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,n-Octacosane (C28),Literature,n-Alkane,Organic n-alkane,61.6,62.3,253.0,910.0,910.0,2.38,2.05,0.2665,1581.0,Estimated via MICE-RF-PMM,No,-0.6999999999999957,8,True,literature_MICE_RF_PMM_completed,230.23,2.215,0.969090284145708,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,PlusICE A62,PCM Products Ltd.,PCM Products,Organic PCM,62.0,62.0,205.0,910.0,910.0,2.2,2.2,0.22,1581.0,Estimated via MICE-RF-PMM,Yes,0.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,186.55,2.2,0.969090284145708,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT62HC,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),62.5,62.0,230.0,840.0,850.0,2.0,2.0,0.2385,1404.0,Estimated via MICE-RF-PMM,Yes,0.5,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,195.5,2.0,0.9534809845274094,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Palmitic acid (C16),Literature,Fatty acid,Organic fatty acid,62.6,62.1,198.0,860.0,989.0,2.15,2.0,0.188,1695.0,Estimated via MICE-RF-PMM,Yes,0.5,8,True,literature_MICE_RF_PMM_completed,195.822,2.075,0.9782442092981332,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,PureTemp 63,PureTemp,PureTemp,Organic bio-based PCM,63.0,62.0,206.0,840.0,920.0,2.16,1.99,0.2,1510.0,Estimated via MICE-RF-PMM,Yes,1.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,189.52,2.075,0.963049532185251,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT64HC,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),64.0,62.5,250.0,780.0,880.0,2.0,2.0,0.283,1404.0,Estimated via MICE-RF-PMM,Yes,1.5,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,220.0,2.0,0.9534809845274094,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,n-Nonacosane (C29),Literature,n-Alkane,Organic n-alkane,64.0,62.3,240.0,790.0,790.0,2.13,1.99,0.28,1404.0,Estimated via MICE-RF-PMM,Yes,1.7000000000000028,7,True,literature_MICE_RF_PMM_completed,189.6,2.06,0.9534809845274094,True,low_organic,True,True,True,100.0,True,True,,True,True,True,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,n-Triacontane (C30),Literature,n-Alkane,Organic n-alkane,65.4,63.1,251.0,940.0,910.0,2.38,2.08,0.269,1581.0,Estimated via MICE-RF-PMM,No,2.3000000000000043,9,True,literature_MICE_RF_PMM_completed,228.41,2.23,0.969090284145708,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,savE® OM65,Pluss Advanced Technologies,PLUSS savE,Organic,67.0,66.0,188.0,847.0,924.0,3.32,3.48,0.16,2000.0,Reported by manufacturer,Yes,1.0,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,173.712,3.4,1.0,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,Stearic acid (C18),Literature,Fatty acid,Organic fatty acid,67.9,68.2,259.0,941.0,965.0,2.35,2.0,0.211,1695.0,Estimated via MICE-RF-PMM,Yes,-0.2999999999999971,6,True,literature_MICE_RF_PMM_completed,249.935,2.175,0.9782442092981332,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,PureTemp 68,PureTemp,PureTemp,Organic commercial PCM,68.0,67.3,213.0,797.0,811.0,2.39,2.07,0.2754999999999999,1404.0,Estimated via MICE-RF-PMM,No,0.7000000000000028,10,True,manufacturer_datasheet_MICE_RF_PMM_completed,172.743,2.23,0.9534809845274094,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,n-Hentriacontane (C31),Literature,n-Alkane,Organic n-alkane,68.0,68.2,242.0,930.0,930.0,2.32,2.0,0.2135,1695.0,Estimated via MICE-RF-PMM,Yes,-0.2000000000000028,8,True,literature_MICE_RF_PMM_completed,225.06,2.16,0.9782442092981332,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
4,56.99999999999999,138.7769999494334,RT69HC,Rubitherm Technologies,Rubitherm RT,Organic (RT-line),69.0,68.0,230.0,840.0,940.0,2.0,2.0,0.2815,1551.0,Estimated via MICE-RF-PMM,Yes,1.0,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,216.2,2.0,0.9665716110454396,True,low_organic,False,True,True,100.0,True,True,,True,True,False,51.99999999999999,65.0,0.0
